vint_moyy,fico_bkt,fico_bkt_coupon
201203,700-740,0.13481666666666667
201203,740+,0.12222903225806452
201203,<540,0.2053654743390358
201204,540-580,0.1835399375975039
201204,580-620,0.15767347517730498
201204,620-660,0.13433339222614843
201204,660-700,0.10152765957446808
201204,700-740,0.0836109375
201204,740+,0.09706833333333333
201204,<540,0.20041682847896441
201205,540-580,0.18002421052631581
201205,580-620,0.14903362910381546
201205,620-660,0.11904983713355048
201205,660-700,0.09541818181818182
201205,700-740,0.08287487922705314
201205,740+,0.08118492462311558
201205,<540,0.20225179677819083
201206,540-580,0.18871100266193433
201206,580-620,0.16448914790996785
201206,620-660,0.13432137862137863
201206,660-700,0.10406459143968871
201206,700-740,0.08338695652173912
201206,740+,0.0810093023255814
201206,<540,0.20352512776831347
201207,540-580,0.18733232016210738
201207,580-620,0.16326329431438127
201207,620-660,0.13308345784418357
201207,660-700,0.10436158536585366
201207,700-740,0.08010330882352941
201207,740+,0.07882008547008547
201207,<540,0.20610346358792184
201208,540-580,0.188325125
201208,580-620,0.15812481902792141
201208,620-660,0.12694660421545667
201208,660-700,0.10134451612903225
201208,700-740,0.08495780141843971
201208,740+,0.08301565836298933
201208,<540,0.20497803921568628
201209,540-580,0.18777693251533742
201209,580-620,0.15931816530426884
201209,620-660,0.13082292358803987
201209,660-700,0.10168484320557492
201209,700-740,0.078560625
201209,740+,0.07621342756183745
201209,<540,0.2051865671641791
201210,540-580,0.18902463199214917
201210,580-620,0.16219221105527637
201210,620-660,0.1344553591160221
201210,660-700,0.09971983805668017
201210,700-740,0.08055065502183406
201210,740+,0.0769742268041237
201210,<540,0.2061190812720848
201211,540-580,0.18879016216216216
201211,580-620,0.16308769083969465
201211,620-660,0.13316949569495695
201211,660-700,0.10397234567901235
201211,700-740,0.08226438356164383
201211,740+,0.08209796954314721
201211,<540,0.20520952018278749
201212,540-580,0.18676727493917272
201212,580-620,0.1604146694214876
201212,620-660,0.13195736040609138
201212,660-700,0.1088349593495935
